"ONTOLOGY" "ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"BP" "GO:0048146" "positive regulation of fibroblast proliferation" "11/334" "32/9111" 8.82594997154195e-09 1.2548198437801e-07 6.64807444462065e-08 "IGF1/FGF10/ESR1/PDGFB/CDK6/MYB/PDGFRA/CDK4/MYC/EGFR/DDR2" 11
"BP" "GO:0060688" "regulation of morphogenesis of a branching structure" "11/334" "32/9111" 8.82594997154195e-09 1.2548198437801e-07 6.64807444462065e-08 "HGF/FGFR2/FGF10/MAP3K13/ESR1/VEGFA/BCL11A/SOX9/SMO/HOXD13/CTNNB1" 11
"BP" "GO:0048638" "regulation of developmental growth" "25/334" "181/9111" 9.00380544458349e-09 1.275484930128e-07 6.7575587129213e-08 "JARID2/IGF1/FGFR2/FGFR3/MAP3K13/DNM2/YY1/GLI1/VEGFA/FOXP1/CREB1/BCL11A/PIK3CA/CXCR4/SMO/EPHA7/PIM1/YAP1/GATA6/AKT1/IGF2/INSR/CDH4/POU3F2/WT1" 25
"BP" "GO:0034504" "protein localization to nucleus" "24/334" "168/9111" 9.16845385761775e-09 1.2941371560177e-07 6.85637878409506e-08 "FYN/WWTR1/BCL3/HSP90AA1/XPO1/JAK2/UBR5/TYK2/COL1A1/E2F3/SOX9/NUP214/SMO/MDM2/KAT7/YAP1/AKT1/RANBP2/SQSTM1/JAK1/TERT/SYK/CALR/SRC" 24
"BP" "GO:0051091" "positive regulation of DNA-binding transcription factor activity" "22/334" "143/9111" 9.66189461727576e-09 1.35889872681685e-07 7.19948759446128e-08 "HDAC4/LRP6/MAP3K13/ERC1/ESR1/IKBKB/CRTC1/SMO/FOXA1/PPARG/AKT1/KIT/RPS6KA4/DDR2/PRKCI/CTNNB1/MYD88/DDIT3/CARD11/NTRK1/TRIM27/IKBKE" 22
"BP" "GO:0030111" "regulation of Wnt signaling pathway" "25/334" "182/9111" 1.00939003070252e-08 1.41458802874168e-07 7.49453124299807e-08 "WWTR1/FGFR2/FGF10/SOX10/UBR5/COL1A1/NHERF1/GLI1/SOX9/YAP1/USP8/LGR5/SFRP2/RSPO3/EGFR/SKI/TERT/CTNNB1/CTNND2/CDH2/MLLT3/DDIT3/TBL1XR1/SOX2/SRC" 25
"BP" "GO:0000302" "response to reactive oxygen species" "19/334" "108/9111" 1.06204025014974e-08 1.48307684754007e-07 7.85738712884714e-08 "FYN/HGF/MAPK1/HIF1A/MET/COL1A1/FOXP1/NFE2L2/MYB/PDGFRA/MDM2/AKT1/EGFR/SQSTM1/DDR2/STAT6/JUN/HDAC2/SRC" 19
"BP" "GO:0045927" "positive regulation of growth" "22/334" "144/9111" 1.10284935497735e-08 1.52918051905693e-07 8.10164581022971e-08 "IGF1/FGFR2/CDC42/MAP3K13/GLI1/VEGFA/CREB1/CXCR4/SMO/PIM1/YAP1/GATA6/ERBB2/AKT1/SFRP2/EGFR/RICTOR/IGF2/INSR/CDH4/POU3F2/WT1" 22
"BP" "GO:0051098" "regulation of binding" "22/334" "144/9111" 1.10284935497735e-08 1.52918051905693e-07 8.10164581022971e-08 "IGF1/HDAC4/BCL3/PRKACA/AURKA/JAK2/PDGFB/TRIB3/MET/GATA3/SMO/RARA/PPARG/AKT1/HMGA2/SKI/TERT/HEY1/DDIT3/JUN/AURKB/TMSB4X" 22
"BP" "GO:0045637" "regulation of myeloid cell differentiation" "20/334" "120/9111" 1.1374533787154e-08 1.57160811904198e-07 8.32642855064088e-08 "TFE3/HIF1A/CDK6/FOXP1/MPL/CREB1/MYB/CSF3R/INHBA/RARA/NOTCH2/MYC/CUL4A/ITPKB/CTNNB1/FES/MITF/MAFB/PRKDC/LYN" 20
"BP" "GO:0038084" "vascular endothelial growth factor signaling pathway" "10/334" "26/9111" 1.2073279165136e-08 1.65071593881511e-07 8.74554423295196e-08 "FLT4/PIK3CB/FLT1/GAB1/VEGFA/PIK3CA/FLT3/KDR/PDGFRA/PIK3CD" 10
"BP" "GO:0046622" "positive regulation of organ growth" "10/334" "26/9111" 1.2073279165136e-08 1.65071593881511e-07 8.74554423295196e-08 "IGF1/FGFR2/GLI1/SMO/PIM1/YAP1/GATA6/AKT1/IGF2/WT1" 10
"BP" "GO:0048806" "genitalia development" "10/334" "26/9111" 1.2073279165136e-08 1.65071593881511e-07 8.74554423295196e-08 "FGF10/TP63/ESR1/HOXA13/HOXD13/PDGFRA/CYP19A1/CTNNB1/PTPN11/WT1" 10
"BP" "GO:0050769" "positive regulation of neurogenesis" "22/334" "145/9111" 1.25727462174597e-08 1.71303667212888e-07 9.0757214106297e-08 "MAP3K13/SOX10/HIF1A/RHEB/VEGFA/MYB/CXCR4/MAP2K2/SMO/KRAS/IL6ST/NTRK2/KIT/BRAF/PRKCI/CTNNB1/MAP2K1/CDH4/PLAG1/HDAC2/ETV5/LYN" 22
"BP" "GO:0030857" "negative regulation of epithelial cell differentiation" "11/334" "33/9111" 1.2809494373416e-08 1.73325710073395e-07 9.18284986841984e-08 "FGF10/TP63/CCND1/VEGFA/SOX9/SMO/KRAS/YAP1/ZEB1/CTNNB1/NOTCH4" 11
"BP" "GO:0038093" "Fc receptor signaling pathway" "11/334" "33/9111" 1.2809494373416e-08 1.73325710073395e-07 9.18284986841984e-08 "FYN/FCGR2B/IKBKB/PLCG1/VAV1/PAK1/KIT/SYK/YES1/SRC/LYN" 11
"BP" "GO:0071456" "cellular response to hypoxia" "15/334" "67/9111" 1.29942925053862e-08 1.75222006155105e-07 9.28331622287493e-08 "PIK3CB/FGFR2/HIF1A/VEGFA/NFE2L2/MPL/PPARG/MDM2/MYC/GATA6/PDK1/DDR2/TERT/SRC/MDM4" 15
"BP" "GO:0031098" "stress-activated protein kinase signaling cascade" "21/334" "133/9111" 1.31698561594859e-08 1.76981217704872e-07 9.37651979631748e-08 "HGF/FLT4/MAP4K4/FCGR2B/MAP3K13/MECOM/CRKL/MAPK1/IKBKB/VEGFA/CCR7/MAP2K2/KAT7/MYC/IGF1R/EGFR/EPHB1/FGF19/MAP2K1/MYD88/LYN" 21
"BP" "GO:0051302" "regulation of cell division" "18/334" "99/9111" 1.52340652151526e-08 2.03444708347981e-07 1.07785637369833e-07 "FGFR2/CDC42/TP63/FGF4/AURKA/PDGFB/FGF6/VEGFA/BIRC6/NCOA3/MYC/IGF1R/SFRP2/IGF2/MLLT3/AURKB/MACC1/FGF3" 18
"BP" "GO:0000082" "G1/S transition of mitotic cell cycle" "20/334" "122/9111" 1.52427992493135e-08 2.03444708347981e-07 1.07785637369833e-07 "FGF10/SMARCE1/CCNE1/CDK6/CCND1/E2F3/CCND3/CCND2/INHBA/CDK4/MDM2/KLF4/MYC/CUL4A/BRD4/AKT1/EGFR/DDR2/TERT/PRKDC" 20
"BP" "GO:0002433" "immune response-regulating cell surface receptor signaling pathway involved in phagocytosis" "8/334" "15/9111" 1.54308402529445e-08 2.04562895785656e-07 1.0837805654184e-07 "FYN/FCGR2B/VAV1/PAK1/SYK/YES1/SRC/LYN" 8
"BP" "GO:0038096" "Fc-gamma receptor signaling pathway involved in phagocytosis" "8/334" "15/9111" 1.54308402529445e-08 2.04562895785656e-07 1.0837805654184e-07 "FYN/FCGR2B/VAV1/PAK1/SYK/YES1/SRC/LYN" 8
"BP" "GO:0038127" "ERBB signaling pathway" "15/334" "68/9111" 1.61250509694687e-08 2.13046127960253e-07 1.12872499254654e-07 "ERBB3/MAPK1/GAB1/PIK3CA/PLCG1/SOX9/HIP1/IQGAP1/ERBB2/AKT1/EGFR/NRG1/BRAF/PTPN11/SRC" 15
"BP" "GO:0051962" "positive regulation of nervous system development" "24/334" "173/9111" 1.65194199466636e-08 2.17524174062779e-07 1.15244981966304e-07 "MAP3K13/SOX10/HIF1A/RHEB/VEGFA/MYB/CXCR4/MAP2K2/SMO/KRAS/IL6ST/NTRK2/EPHB1/KIT/BRAF/PRKCI/CTNNB1/MAP2K1/CDH4/PLAG1/HDAC2/NTRK1/ETV5/LYN" 24
"BP" "GO:0051146" "striated muscle cell differentiation" "22/334" "148/9111" 1.84931984139016e-08 2.42700035371739e-07 1.28583231358759e-07 "IGF1/HDAC4/YY1/NFATC2/KLF5/VEGFA/FOXP1/BCL9/SMO/RARA/KRAS/PDGFRA/GATA6/AKT1/NRG1/SKI/FRS2/IGF2/CDH2/CALR/WT1/SMYD3" 22
"BP" "GO:0008406" "gonad development" "20/334" "124/9111" 2.02968499983926e-08 2.64600795327882e-07 1.40186321898323e-07 "PGR/ESR1/CRKL/GATA3/VEGFA/INHBA/SOX9/KDR/RARA/PDGFRA/NKX2-1/CYP19A1/GATA6/SFRP2/KIT/INSR/FOXL2/WT1/SRC/NTRK1" 20
"BP" "GO:0043523" "regulation of neuron apoptotic process" "20/334" "124/9111" 2.02968499983926e-08 2.64600795327882e-07 1.40186321898323e-07 "ERBB3/FCGR2B/JAK2/HIF1A/GATA3/CCND1/MYB/PIK3CA/KDR/KRAS/IL6ST/EPHA7/MCL1/NTRK2/BRAF/PRKCI/TERT/CTNNB1/DDIT3/NTRK1" 20
"BP" "GO:0045765" "regulation of angiogenesis" "23/334" "162/9111" 2.12636107126381e-08 2.76286120650304e-07 1.46377243490625e-07 "PIK3CB/AGO1/HIF1A/FLT1/PIK3CG/GAB1/VEGFA/NFE2L2/AKT3/CXCR4/PLCG1/RRAS/KDR/PPARG/KLF4/GATA6/ERBB2/SFRP2/HMGA2/JAK1/TERT/CTNNB1/PIK3CD" 23
"BP" "GO:0050778" "positive regulation of immune response" "39/334" "403/9111" 2.17062067946496e-08 2.81106123637641e-07 1.48930896020264e-07 "CD79B/FYN/GAB2/FCGR2B/HSP90AA1/ESR1/JAK2/CRKL/MAPK1/NFATC2/CD276/IKBKB/TYK2/GATA3/FOXP1/CD274/PIK3CA/PLCG1/CCR7/ECSIT/RARA/IL6ST/TEC/IRF4/VAV1/PAK1/BRAF/TNFSF13/SYK/STAT6/PIK3CD/KLHL6/MYD88/YES1/SRC/CARD11/PRKDC/LYN/IKBKE" 39
"BP" "GO:1900182" "positive regulation of protein localization to nucleus" "13/334" "51/9111" 2.31364628696296e-08 2.98643027304034e-07 1.58222001965091e-07 "FYN/WWTR1/HSP90AA1/JAK2/UBR5/TYK2/SMO/KAT7/YAP1/AKT1/JAK1/TERT/SRC" 13
"BP" "GO:0030326" "embryonic limb morphogenesis" "16/334" "80/9111" 2.37397957071521e-08 3.03436346432784e-07 1.60761517303704e-07 "TP63/FGF4/SALL4/HOXA13/HOXC11/HOXD13/NOTCH2/AFF3/SFRP2/GNA12/SKI/LRP5/CTNNB1/CHST11/PBX1/HDAC2" 16
"BP" "GO:0035113" "embryonic appendage morphogenesis" "16/334" "80/9111" 2.37397957071521e-08 3.03436346432784e-07 1.60761517303704e-07 "TP63/FGF4/SALL4/HOXA13/HOXC11/HOXD13/NOTCH2/AFF3/SFRP2/GNA12/SKI/LRP5/CTNNB1/CHST11/PBX1/HDAC2" 16
"BP" "GO:0071453" "cellular response to oxygen levels" "16/334" "80/9111" 2.37397957071521e-08 3.03436346432784e-07 1.60761517303704e-07 "PIK3CB/FGFR2/HIF1A/VEGFA/NFE2L2/MPL/PPARG/MDM2/MYC/GATA6/AKT1/PDK1/DDR2/TERT/SRC/MDM4" 16
"BP" "GO:1901342" "regulation of vasculature development" "23/334" "163/9111" 2.39413109289506e-08 3.05018519757149e-07 1.61599757637311e-07 "PIK3CB/AGO1/HIF1A/FLT1/PIK3CG/GAB1/VEGFA/NFE2L2/AKT3/CXCR4/PLCG1/RRAS/KDR/PPARG/KLF4/GATA6/ERBB2/SFRP2/HMGA2/JAK1/TERT/CTNNB1/PIK3CD" 23
"BP" "GO:0045931" "positive regulation of mitotic cell cycle" "15/334" "70/9111" 2.45315696920102e-08 3.10522191843381e-07 1.6451562017562e-07 "FGF10/AURKA/CCND1/CCND2/FOXA1/CDK4/MDM2/CUL4A/BRD4/AKT1/EGFR/DDR2/TERT/PTPN11/PBX1" 15
"BP" "GO:0071887" "leukocyte apoptotic process" "15/334" "70/9111" 2.45315696920102e-08 3.10522191843381e-07 1.6451562017562e-07 "PIK3CB/BCL3/CRKL/HIF1A/BCL6/FOXP1/CD274/CCR7/AKT1/ITPKB/IL7R/PIK3CD/AURKB/IRS2/LYN" 15
"BP" "GO:0051301" "cell division" "34/334" "324/9111" 2.55811730140112e-08 3.22766954684823e-07 1.71002933500329e-07 "WWTR1/PIK3CB/FGFR2/CDC42/TP63/FGF4/AURKA/PDGFB/CCNE1/CDK6/CCND1/FGF6/CCND3/VEGFA/BIRC6/CCND2/NCOA3/CDK4/MYC/USP8/IGF1R/IQGAP1/NUF2/SFRP2/CCNB3/HMGA2/IGF2/MLLT3/AURKB/MACC1/POU3F2/FGF3/TOP1/ETV5" 34
"BP" "GO:0060324" "face development" "11/334" "35/9111" 2.58526702637879e-08 3.25147045240717e-07 1.72263912857561e-07 "MAPK1/COL1A1/RRAS/MAP2K2/RARA/RAF1/PDGFRA/BRAF/SKI/MAP2K1/PTPN11" 11
"BP" "GO:0031346" "positive regulation of cell projection organization" "25/334" "191/9111" 2.71803228448064e-08 3.40752673619873e-07 1.80531823166277e-07 "FYN/CDC42/MAP3K13/HSP90AA1/SHOC2/VEGFA/NFE2L2/PIK3CA/ATF1/CCR7/MAP2K2/RAC2/IGF1R/ABL2/NTRK2/KIT/BRAF/DDR2/PRKCI/MAP2K1/CDH4/FES/SRC/NTRK1/LYN" 25
"BP" "GO:0043406" "positive regulation of MAP kinase activity" "13/334" "52/9111" 2.9841262505387e-08 3.72920745449486e-07 1.97574567375593e-07 "MAP3K13/FGFR1/PDGFB/FLT1/PIK3CG/VEGFA/FLT3/ERBB2/EGFR/PAK1/KIT/INSR/PTPN1" 13
"BP" "GO:0030856" "regulation of epithelial cell differentiation" "17/334" "92/9111" 2.99856436821153e-08 3.73535447011494e-07 1.97900238169349e-07 "WWTR1/FGF10/TP63/IKBKB/GATA3/CCND1/VEGFA/MYCL/NCOA3/SOX9/SMO/KRAS/YAP1/ZEB1/CTNNB1/ETV4/NOTCH4" 17
"BP" "GO:0043534" "blood vessel endothelial cell migration" "15/334" "71/9111" 3.00824931575598e-08 3.7355602262742e-07 1.97911139194472e-07 "HDAC7/FGFR1/PDGFB/HIF1A/VEGFA/NFE2L2/AKT3/PLCG1/ID1/KDR/PPARG/KLF4/AKT1/EPHB4/TMSB4X" 15
"BP" "GO:0045137" "development of primary sexual characteristics" "20/334" "127/9111" 3.08315950403169e-08 3.81650406745121e-07 2.02199569000916e-07 "PGR/ESR1/CRKL/GATA3/VEGFA/INHBA/SOX9/KDR/RARA/PDGFRA/NKX2-1/CYP19A1/GATA6/SFRP2/KIT/INSR/FOXL2/WT1/SRC/NTRK1" 20
"BP" "GO:0051050" "positive regulation of transport" "43/334" "477/9111" 3.16856463611675e-08 3.90988919249124e-07 2.07147141884495e-07 "NADK/FYN/IGF1/GAB2/CDC42/PRKACA/FCGR2B/HSP90AA1/JAK2/PDGFB/HIF1A/UBR5/AKT2/NHERF1/VEGFA/NFE2L2/CREB1/MYB/SGK1/INHBA/PLCG1/HIP1/RAC2/SMO/PPARG/MDM2/CYP19A1/ERBB2/AKT1/BRAF/FGF19/PRKCI/TERT/SYK/CDH2/INSR/CALR/PTPN11/ALOX12B/FOXL2/IRS2/SRC/TMSB4X" 43
"BP" "GO:0002366" "leukocyte activation involved in immune response" "24/334" "179/9111" 3.24794753516896e-08 3.99521396413898e-07 2.11667674745815e-07 "GAB2/BCL3/FCGR2B/CDH17/PIK3CG/GATA3/BCL6/FOXP1/KMT2A/MYB/RAC2/RARA/NOTCH2/IRF4/STAT4/KIT/TNFSF13/JAK1/SYK/STAT6/PIK3CD/MYD88/FES/LYN" 24
"BP" "GO:1903047" "mitotic cell cycle process" "39/334" "409/9111" 3.25807458849254e-08 3.99521396413898e-07 2.11667674745815e-07 "IGF1/FGF10/CDC42/TRIP13/SMARCE1/DNM2/AURKA/PDGFB/CCNE1/CDK6/HOXA13/CCND1/E2F3/CCND3/BCL6/CCND2/INHBA/CDK4/MDM2/KLF4/MYC/USP8/CUL4A/IQGAP1/BRD4/AKT1/NUF2/EGFR/CCNB3/MKI67/LRP5/DDR2/TERT/IGF2/PPM1D/INSR/AURKB/PBX1/PRKDC" 39
"BP" "GO:0010518" "positive regulation of phospholipase activity" "9/334" "22/9111" 3.50519039145478e-08 4.27144666019736e-07 2.2630256864343e-07 "FGFR2/FGFR3/FGFR1/ESR1/FLT1/PDGFRA/ABL2/EGFR/KIT" 9
"BP" "GO:0051960" "regulation of nervous system development" "30/334" "266/9111" 3.5180103485198e-08 4.27144666019736e-07 2.2630256864343e-07 "MAP3K13/SOX10/HIF1A/RHEB/VEGFA/MYB/CXCR4/MAP2K2/SMO/RARA/KRAS/IL6ST/EPHA7/YAP1/AKT1/NTRK2/EPHB1/KIT/BRAF/SKI/PRKCI/HEY1/CTNNB1/MAP2K1/CDH4/PLAG1/HDAC2/NTRK1/ETV5/LYN" 30
"BP" "GO:0048645" "animal organ formation" "12/334" "44/9111" 3.5466307321045e-08 4.27144666019736e-07 2.2630256864343e-07 "FGFR2/FGF10/TP63/MAPK1/HOXC11/MAP2K2/PIM1/GATA6/FRS2/CTNNB1/MAP2K1/WT1" 12
"BP" "GO:0045766" "positive regulation of angiogenesis" "17/334" "93/9111" 3.5486534434871e-08 4.27144666019736e-07 2.2630256864343e-07 "HIF1A/FLT1/GAB1/VEGFA/NFE2L2/AKT3/CXCR4/PLCG1/RRAS/KDR/KLF4/GATA6/SFRP2/HMGA2/JAK1/TERT/PIK3CD" 17
"BP" "GO:0048639" "positive regulation of developmental growth" "17/334" "93/9111" 3.5486534434871e-08 4.27144666019736e-07 2.2630256864343e-07 "IGF1/FGFR2/MAP3K13/GLI1/VEGFA/CREB1/CXCR4/SMO/PIM1/YAP1/GATA6/AKT1/IGF2/INSR/CDH4/POU3F2/WT1" 17
"BP" "GO:1904018" "positive regulation of vasculature development" "17/334" "93/9111" 3.5486534434871e-08 4.27144666019736e-07 2.2630256864343e-07 "HIF1A/FLT1/GAB1/VEGFA/NFE2L2/AKT3/CXCR4/PLCG1/RRAS/KDR/KLF4/GATA6/SFRP2/HMGA2/JAK1/TERT/PIK3CD" 17
"BP" "GO:0035924" "cellular response to vascular endothelial growth factor stimulus" "11/334" "36/9111" 3.60208706722012e-08 4.32250448066415e-07 2.29007627804917e-07 "FLT4/PIK3CB/FLT1/GAB1/VEGFA/PIK3CA/FLT3/KDR/PDGFRA/AKT1/PIK3CD" 11
"BP" "GO:0045444" "fat cell differentiation" "21/334" "141/9111" 3.79483856156018e-08 4.53992271815918e-07 2.40526513449337e-07 "WWTR1/TFE3/FGF10/RUNX1T1/TRIB3/KLF5/AKT2/CCND1/CREB1/PPARG/PDGFRA/KLF4/PIM1/YAP1/AKT1/SFRP2/HMGA2/LRP5/DDIT3/TBL1XR1/MAFB" 21
"BP" "GO:0044092" "negative regulation of molecular function" "37/334" "378/9111" 3.81826168026626e-08 4.55406043567319e-07 2.4127553410737e-07 "WWTR1/HGF/PIK3CB/HDAC4/BCL3/LRP6/AURKA/ESR1/JAK2/PDGFB/TRIB3/IKBKB/MET/VEGFA/ID1/BCL2L12/SMO/RAF1/PPARG/KLF4/PIM1/AKT1/HMGA2/EIF4A2/LRP5/HEY1/DDIT3/JUN/AURKB/IRS2/PTPN1/HDAC2/SRC/GRM3/TRIM27/TMSB4X/LYN" 37
"BP" "GO:0046631" "alpha-beta T cell activation" "18/334" "105/9111" 3.97189171805078e-08 4.72294033382765e-07 2.50222843481668e-07 "BCL3/JAK2/TYK2/GATA3/BCL6/FOXP1/KMT2A/MYB/CD274/RARA/IRF4/STAT4/ITPKB/BRAF/JAK1/SYK/STAT6/CARD11" 18
"BP" "GO:0002263" "cell activation involved in immune response" "24/334" "181/9111" 4.04055703529859e-08 4.790074261786e-07 2.53779619803298e-07 "GAB2/BCL3/FCGR2B/CDH17/PIK3CG/GATA3/BCL6/FOXP1/KMT2A/MYB/RAC2/RARA/NOTCH2/IRF4/STAT4/KIT/TNFSF13/JAK1/SYK/STAT6/PIK3CD/MYD88/FES/LYN" 24
"BP" "GO:0044772" "mitotic cell cycle phase transition" "28/334" "238/9111" 4.13818799735557e-08 4.89103906675399e-07 2.59128766479938e-07 "FGF10/TRIP13/SMARCE1/DNM2/AURKA/CCNE1/CDK6/CCND1/E2F3/CCND3/CCND2/INHBA/CDK4/MDM2/KLF4/MYC/CUL4A/BRD4/AKT1/NUF2/EGFR/CCNB3/DDR2/TERT/PPM1D/AURKB/PBX1/PRKDC" 28
"BP" "GO:0048144" "fibroblast proliferation" "14/334" "63/9111" 4.42865463018334e-08 5.21863086151334e-07 2.76484681353314e-07 "IGF1/FGF10/ESR1/PDGFB/CDK6/KMT2A/MYB/PDGFRA/CDK4/MYC/EGFR/SKI/DDR2/CTNNB1" 14
"BP" "GO:0098773" "skin epidermis development" "15/334" "73/9111" 4.47409799181022e-08 5.25639536522854e-07 2.78485456471011e-07 "FGFR2/FGF10/TP63/MET/INHBA/HOXC13/SOX9/SMO/KLF4/LGR5/GATA6/EGFR/CTNNB1/ALOX12B/HDAC2" 15
"BP" "GO:0006974" "DNA damage response" "41/334" "448/9111" 4.49398216361453e-08 5.26399582388759e-07 2.78888131127689e-07 "REV3L/WAS/BCL3/FGF10/TRIP13/TP63/SMARCE1/FUS/SETD1A/MAPK1/YY1/NFATC2/UBR5/RNASEH2A/DDX5/CCND1/CHD4/BCL6/FOXP1/SGK1/DEK/MDM2/KAT7/MYC/YAP1/CUL4A/BRD4/MCL1/SFRP2/EGFR/PAK1/HMGA2/ATXN7/PPM1D/DDIT3/PTPN11/TRRAP/MDM4/PRKDC/LYN/IKBKE" 41
"BP" "GO:0046620" "regulation of organ growth" "13/334" "54/9111" 4.87315843786474e-08 5.69115288993489e-07 3.01519044949338e-07 "JARID2/IGF1/FGFR2/YY1/GLI1/FOXP1/SMO/PIM1/YAP1/GATA6/AKT1/IGF2/WT1" 13
"BP" "GO:0050671" "positive regulation of lymphocyte proliferation" "16/334" "84/9111" 4.92133014732816e-08 5.6965485245179e-07 3.01804907342745e-07 "IGF1/FGF10/JAK2/NFATC2/CD276/TYK2/BCL6/MPL/CD274/IL6ST/SYK/IGF2/MYD88/IRS2/PDCD1LG2/CARD11" 16
"BP" "GO:0072006" "nephron development" "16/334" "84/9111" 4.92133014732816e-08 5.6965485245179e-07 3.01804907342745e-07 "WWTR1/NOTCH3/PDGFB/GATA3/VEGFA/SOX9/SMO/HOXD11/NOTCH2/PDGFRA/MYC/YAP1/IQGAP1/CTNNB1/WT1/PBX1" 16
"BP" "GO:0072073" "kidney epithelium development" "16/334" "84/9111" 4.92133014732816e-08 5.6965485245179e-07 3.01804907342745e-07 "WWTR1/FGFR2/GATA3/VEGFA/SOX9/SMO/HOXD11/RARA/NOTCH2/EPHA7/MYC/YAP1/IQGAP1/CTNNB1/WT1/PBX1" 16
"BP" "GO:0048013" "ephrin receptor signaling pathway" "11/334" "37/9111" 4.95988119270417e-08 5.72428641181504e-07 3.03274469213335e-07 "FYN/EPHA7/SS18/PAK1/EPHB1/YES1/PTPN11/EPHB4/SRC/NTRK1/LYN" 11
"BP" "GO:0001101" "response to acid chemical" "15/334" "74/9111" 5.42757972900351e-08 6.24569585237823e-07 3.3089890306473e-07 "FYN/COL1A1/VEGFA/RRAGC/BCL11A/PIK3CA/DNMT1/PDGFRA/IGF1R/EGFR/NTRK2/ZEB1/MYD88/NTRK1/LYN" 15
"BP" "GO:0007517" "muscle organ development" "23/334" "171/9111" 5.97087780146161e-08 6.85079663536121e-07 3.62957330190418e-07 "ETV1/IGF1/ERBB3/FGFR2/KLF5/DDX5/HLF/BCL9/MEF2D/CREB1/SMO/KRAS/PAX3/EPHB1/NRG1/SKI/IGF2/CTNNB1/FOXL2/WT1/FGF3/PAX5/BORCS8-MEF2B" 23
"BP" "GO:0043535" "regulation of blood vessel endothelial cell migration" "13/334" "55/9111" 6.17319538860885e-08 7.06227950580208e-07 3.74161758247736e-07 "HDAC7/FGFR1/PDGFB/HIF1A/VEGFA/NFE2L2/AKT3/PLCG1/KDR/PPARG/KLF4/AKT1/TMSB4X" 13
"BP" "GO:0016049" "cell growth" "30/334" "275/9111" 7.48686906584422e-08 8.54025413208509e-07 4.52465312271797e-07 "IGF1/ROS1/CDC42/MAP3K13/DNM2/HSP90AA1/AURKA/CRKL/YY1/VEGFA/BCL6/FOXP1/SGK1/BCL11A/CXCR4/INHBA/SOX9/EPHA7/KAT7/YAP1/IQGAP1/ERBB2/AKT1/SFRP2/EGFR/RICTOR/CTNNB1/CDH4/FOXL2/WT1" 30
"BP" "GO:0032526" "response to retinoic acid" "13/334" "56/9111" 7.77709220649963e-08 8.84559704878393e-07 4.68642474686095e-07 "FGFR2/COL1A1/CREB1/MYB/SOX9/RARA/KLF4/YAP1/GATA6/ABL2/YES1/HDAC2/LYN" 13
"BP" "GO:0061564" "axon development" "30/334" "276/9111" 8.12378373826355e-08 9.21321600836594e-07 4.88119041164299e-07 "ETV1/FYN/CTNNA2/FGFR2/MAP3K13/NOTCH3/DNM2/HSP90AA1/JAK2/GATA3/VEGFA/CREB1/MAP2K2/SMO/NOTCH2/EPHA7/NKX2-1/KLF4/IGF1R/ERBB2/NTRK2/PAK1/EPHB1/BRAF/MAP2K1/CDH2/CDH4/PTPN11/POU3F2/NTRK1" 30
"BP" "GO:0032946" "positive regulation of mononuclear cell proliferation" "16/334" "87/9111" 8.25684399136551e-08 9.33713424268538e-07 4.94684267645894e-07 "IGF1/FGF10/JAK2/NFATC2/CD276/TYK2/BCL6/MPL/CD274/IL6ST/SYK/IGF2/MYD88/IRS2/PDCD1LG2/CARD11" 16
"BP" "GO:0007409" "axonogenesis" "28/334" "246/9111" 8.45078255447404e-08 9.52898584590694e-07 5.04848625078228e-07 "ETV1/FYN/CTNNA2/FGFR2/MAP3K13/NOTCH3/DNM2/HSP90AA1/GATA3/VEGFA/CREB1/MAP2K2/SMO/NOTCH2/EPHA7/NKX2-1/IGF1R/ERBB2/NTRK2/PAK1/EPHB1/BRAF/MAP2K1/CDH2/CDH4/PTPN11/POU3F2/NTRK1" 28
"BP" "GO:0070849" "response to epidermal growth factor" "9/334" "24/9111" 8.63289768885135e-08 9.6848561129135e-07 5.13106680159991e-07 "MAPK1/COL1A1/PLCG1/SOX9/IQGAP1/ERBB2/AKT1/EGFR/PTPN11" 9
"BP" "GO:0031347" "regulation of defense response" "39/334" "424/9111" 8.63837828623783e-08 9.6848561129135e-07 5.13106680159991e-07 "FYN/IGF1/HGF/FCGR2B/HSP90AA1/ESR1/JAK2/IKBKB/PIK3CG/GATA3/BCL6/FOXP1/NFE2L2/PLCG1/CCR7/ECSIT/PPARG/IL6ST/KLF4/IRF4/CYP19A1/FURIN/GATA6/BRD4/VAV1/AKT1/PAK1/RICTOR/SYK/MYD88/YES1/AURKB/PTPN11/PTPN1/SRC/TMSB4X/PRKDC/LYN/IKBKE" 39
"BP" "GO:1905330" "regulation of morphogenesis of an epithelium" "11/334" "39/9111" 9.10295288572953e-08 1.01766345081489e-06 5.3916125204126e-07 "HGF/FGF10/ESR1/GATA3/VEGFA/FOXP1/SOX9/SMO/HOXD13/CTNNB1/PIK3CD" 11
"BP" "GO:0002068" "glandular epithelial cell development" "8/334" "18/9111" 9.52486889692546e-08 1.06180640771408e-06 5.6254832749485e-07 "PGR/HIF1A/CDK6/RHEB/SMO/RARA/AKT1/CDH2" 8
